,cid,canonical_smiles,molecular_weight,xlogp
8600,439239,C1(C(C(OC(C1O)OC2C(C(C(OC2C(=O)O)OC3C(C(C(OC3C(=O)O)O)O)O)O)O)C(=O)O)O)O,546.4,-6.1
8601,24847857,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(C(C(C(O4)CO)OC)O)OCC(C)(CO)O)O)O)O)O,780.8,-8.1
8602,24777,C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,666.6,-7.9
8603,24778,CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOS(=O)(=O)[O-].[NH4+],493.7,
8604,91824753,CCCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCCC.CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,713.1,
8605,3084049,CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)NC(=O)C)O)O.[Na+],799.6,
8606,86278135,CC(COCCO)OCC(COC(C)COCCO)OC(C)COCCO,398.5,-1.3
8607,45357307,CC(=O)NC1C(C(C(OC1O)CO)OS(=O)(=O)O[O-])OC2C(C(C(C(O2)C(=O)O)O)O)O.[Na+],515.4,
8608,73357451,CS(=O)(=O)[O-].C=O.C1=CC=C2C=CC=CC2=C1.[Na+],276.29,
8609,61429,CCCCCCCCCCCCCCCCO.CC1CO1.C1CO1,344.6,
8610,6950201,CC(=O)OCC1CCCO1,144.17,0.5
8611,6429323,CC=CCC(=C)C(C)C,124.22,3.8
8612,5283381,CCCCCCCCC=CCCCCCCCC=O,266.5,7.2
8613,24796,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(O2)C(C7O)O)CO)CO)CO)CO)CO)O)O)O,972.8,-12.9
8614,120922,C1CCC(CC1)OC(=O)CCC(=O)O,200.23,1.4
8615,61431,CCCCCCCC(OC)OC,174.28,3.5
8616,24798,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ba+2],261.34,
8617,6436361,CCCCCCCCC=CCCCCCCCC(=O)OCC(C)C,338.6,8.9
8618,6435837,CC1=CCC(CC1)C(C)(C)OC(=O)C=CC2=CC=CC=C2,284.4,4.5
8619,61434,CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C,290.4,7.2
8620,61435,CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C,280.4,6.3
8621,19437596,C(C(=O)O)C(CC(=O)[O-])(C(=O)[O-])O.[Mn+2],245.05,
8622,948,[N-]=[N+]=O,44.013,0.5
8623,159250,O.O.O.O.O.O.[Cl-].[Cl-].[Sr+2],266.6,
8624,24813,O=P(Cl)(Cl)Cl,153.33,1.7
8625,61444,O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Co+2],281.11,
8626,24823,[O-][O+]=O,47.998,-1.7
8627,24826,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Fe+3].[Fe+3],399.9,
8628,44151620,O.O.O.O.O.O.O.O.[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Fe+2].[Fe+2].[Fe+2],501.6,
8629,6451167,O.O.OP(=O)([O-])[O-].[Na+].[Na+],177.99,
8630,5282745,CCCCCCC=CCCCCCCCC(=O)O,254.41,6.4
8631,638303,CCCCCCC=CCCCCCCCC(=O)OC,268.4,6.5
8632,82308,C(C(C(C(C(C=O)O)O)O)O)O,180.16,-2.9
8633,18616,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Cu+2],187.56,
8634,61446,CC(C)C(=O)OC(C)(C)CCC1=CC=CC=C1,234.33,4.1
8635,24834,CCOC1=CC=C(C=C1)C=O,150.17,1.6
8636,61447,CCCC(=O)OC(CC)C1=CC=CC=C1,206.28,3.4
8637,61448,CCC(CC)COC(=O)C,144.21,2.6
8638,6435838,CCCCC=C(CC)C=O,140.22,2.9
8639,61450,CCOC(=O)CCC1=CC=CO1,168.19,1.4
8640,61451,CCCCCCC#CC(=O)OCC,182.26,4.1
8641,61452,CCOC(=O)CCCC1=CC=CC=C1,192.25,3.1
8642,24835,COC1=C(C=CC(=C1)CC=C)OC=O,192.21,2.3
8643,5956805,CC(=CCCC(=CCOC(=O)CC(=O)C)C)C,238.32,3.3
8644,5365992,CCCCCC(=O)OCC=C(C)CCC=C(C)C,252.39,5.4
8645,61453,CCCCCCC(OC)OC,160.25,3
8646,6435839,CCCCCCCOC(=O)C=CC1=CC=CC=C1,246.34,5.5
8647,37065,CCC=CCCOC(=O)CC(C)C,184.27,3.2
8648,61455,CCCCCCOC(=O)CC(C)C,186.29,3.7
8649,24838,CCCCCCOC(=O)C(C)CC,186.29,3.8
8650,23673662,O.OS(=O)(=O)[O-].[Na+],138.08,
8651,177577,O.[O-]S(=O)(=O)[O-].[Mn+2],169.02,
8652,24843,O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Mg+2],246.48,
8653,24844,O.O.[Cl-].[Cl-].[Ca+2],147.01,
8654,260,Br,80.91,1
8655,82313,CC(=O)NC1C(C(C(OC1O)CO)O)O,221.21,-1.7
8656,16684161,CCCCCCCC[Sn](CCCCCCCC)(OC(=O)C=CC(=O)OCC(CC)CCCC)OC(=O)C=CC(=O)OCC(CC)CCCC,799.7,
8657,61457,CCCCCCC1CC(CO1)OC(=O)C,214.3,3.1
8658,24846,[NH3+]O.[NH3+]O.[O-]S(=O)(=O)[O-],164.14,
8659,165801,CCCCCCCCCCCCCCCCCC(=O)O.CC(CN(CC(C)O)CC(C)O)O,475.7,
8660,24848,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Sr+2],211.6,
8661,24850,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],342.2,
8662,66227,B#N,24.82,
8663,7628,B(O)(O)O,61.84,
8664,24854,[Cl-].[Cl-].[Ca+2],110.98,
8665,24856,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[K+],258.21,
8666,61459,[O-]P=O.[O-]P=O.[Mn+2],180.883,
8667,24861,[O-]P(=O)([O-])[O-].[Fe+3],150.82,
8668,24862,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Fe+3],252.78,
8669,24863,[NH4+].[NH4+].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Fe+2],284.1,
8670,82321,CCCCOC(=O)CS,148.23,1.7
8671,5280389,COC1=C2C(=C3C4C=COC4OC3=C1)OC5=CC=CC(=C5C2=O)O,324.3,3.4
8672,441575,CC1CC=CC(=O)O1,112.13,1.1
8673,24870,O=Cl=O,67.45,2.1
8674,516949,O.OP(=O)(O)[O-].[Na+],137.99,
8675,82327,CCCCCCCCCCCCCCOP(=O)(O)O,294.37,5.1
8676,23707502,OOS(=O)[O-].[K+],136.17,
8677,61464,CC(C)(CC1=CC=CC=C1)OC=O,178.23,2.7
8678,24877,[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3],745.21,
8679,104957,O.O.O.O.O.O.Cl[Cr](Cl)Cl,266.44,
8680,82334,CCNCCCNCC,130.23,0.5
8681,3084056,C1C2C(C3=CC4=C(C=C3O1)OCO4)C(=O)C5=C(O2)C=C6C(=C5)C=CO6,336.3,3.1
8682,82336,CN(C)C1=CC=CC=C1C(=O)OC,179.22,1.9
8683,10606769,CCOC(=O)C=CCO,130.14,0.1
8684,667639,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,244.24,2.9
8685,101277,COC1=CC2=C(C=C1C3=CC4=C(C=C5C(=C4)C=CO5)OC3=O)OCO2,336.3,3.7
8686,24915,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,220.31,3.5
8687,61466,CCOC(=O)CCC1CCCCC1,184.27,3.5
8688,17243,CCCC=CCOC(=O)C,142.2,2
8689,61467,CCC=CCCOC(=O)C(C)CC,184.27,3.3
8690,6436363,CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC=CCCCCCCCC,590.1,18
8691,2724335,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O.O.O.O.O,738.6,
8692,72301,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,355.4,3.2
8693,82349,CC(C)C1=CC=C(C=C1)CCO,164.24,2.6
8694,64735,Cl[La](Cl)Cl,245.26,
8695,26370,[O-][Si](=O)[O-].[Ca+2],116.16,
8696,24928,O.O.[O-]S(=O)(=O)[O-].[Ca+2],172.17,
8697,165813,[NH4+].[O-]P(=O)([O-])[O-].[Fe+2],168.86,
8698,160915,[NH4+].[O-]P(=O)([O-])OP(=O)([O-])[O-].[Mn+3],246.92,
8699,61473,O.O.O.O.O.O.O.O.O.O.O.O.[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+],380.12,
8700,61475,O.O.O.O.O.[O-]S(=O)(=S)[O-].[Na+].[Na+],248.19,
8701,24934,[O-][Se](=O)[O-].[Na+].[Na+],172.95,
8702,61424,[O-][Mo](=O)(=O)[O-].[Na+].[Na+],205.9,
8703,24939,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Na+].[Al+3],242.1,
8704,61478,[O-]Br(=O)=O.[O-]Br(=O)=O.[Ca+2],295.88,
8705,61479,[O-]P1(=O)OP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(O1)[O-])[O-])[O-])[O-])[O-].[Ca+2].[Ca+2].[Ca+2],594.1,
8706,24945,CCCCCCCCCC(C)CCCCC,226.44,8.6
8707,112002,CCC(=O)OCC(C)OC(=O)CC,188.22,1.4
8708,24958,[O-]S(=O)[O-].[K+].[K+],158.26,
8709,442011,CC1C(CC2(C(C1(CC(C3=COC=C3)O)C=O)CCC(C2(C)O)O)C)OC(=O)C,408.5,1
8710,5316254,CC1CCC2(CC1=O)C(CC(=O)C2C(C)C)C,236.35,2.9
8711,24963,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ca+2],164.09,
8712,24965,[O-]S(=O)(=O)[O-].[Co+2],155,
8713,3032553,[NH2-].[Cl-].[Hg+2],252.07,
8714,159262,[O-]P(=O)([O-])[O-].[Mn+2],149.909,
8715,24968,[O-]P1(=O)OP(=O)(OP(=O)(OP(=O)(OP(=O)(OP(=O)(O1)[O-])[O-])[O-])[O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],611.77,
8716,23675775,CCCCCCCCCCCC(=O)[O-].[K+],238.41,
8717,61482,O.O.Cl[Cu]Cl,170.48,
8718,82379,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)NC3=CC=CC=C3C4=NC5=CC=CC=C5C(=O)O4,428.5,4.7
8719,585784,CCCCC1=NC(=C(N=C1C)C)C,178.27,2.7
8720,517762,CC1=C(N=C(C(=N1)C)CCC(C)C)C,192.3,3
8721,14597914,CC(=C)C1=CC=C(C=C1)C=O,146.19,2.8
8722,112005,CC1(C2CC1C(C(=O)C2)(C)O)C,168.23,1.2
8723,82395,CCOC(=O)CCC=O,130.14,-0.1
8724,24986,CCOC(=O)C1CC2CC1C=C2,166.22,1.9
8725,82397,C1=CC=C(C=C1)CCOC(=O)CCO,194.23,1.5
8726,160920,C1CC(N(C1)NC(=O)CCC(C(=O)O)N)C(=O)O,259.26,-5.1
8727,66278,[Zn](I)I,319.2,
8728,93059,CCOC(C)COCC(C)O,162.23,0.5
8729,139100,CC(=O)CCOC(=O)C,130.14,-0.2
8730,66282,CSCC=C,88.17,1.5
8731,82412,CCCCOC(=O)C(=O)CC(=O)C,186.2,1.1
8732,5464461,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(O2)C=C(C(=C3O)OC)O)OC)O,360.3,2.8
8733,6713966,CC1C2C(CC(=C3C(C2OC1=O)C(=CC3=O)C)C)O,262.3,0.6
8734,154914,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)[O-].[Na+],363.25,
8735,151492,CCCC(CC(=O)O)O,132.16,0.4
8736,6399221,[NH4+].[O-]S(=O)[O-],98.1,
8737,82436,CCCCCCCCCCCCCCCCCCCCCCC=C,336.6,13.3
8738,14942,O[Si](O)(O)O,96.11,
8739,25041,[NH4+].[NH4+].[O-]S(=O)[O-],116.14,
8740,88693,CC(=C)C1CCC(CC1)(C)OC(=O)C,196.29,3.1
8741,2734903,C1=CSC(=N1)C=O,113.14,0.7
8742,25045,CCCCCCCCCCC(C)O,186.33,5.1
8743,139108,CCCCCCCCCC(CC)O,186.33,4.9
8744,66291,CCCCCCCCC(CCC)O,186.33,4.9
8745,25046,CCCCCCCC(CCCC)O,186.33,4.8
8746,11220007,CC1(CCCC2(C1CCC(C2CCC(=C)C=C)(C)O)C)C,290.5,6.5
8747,12306047,CC1=CC2C(CC1)C(=CCC2C(C)C)C,204.35,4.1
8748,82452,C1=CC(=CC=C1CCCO)O,152.19,1.3
8749,25050,C1=CN2C3C(C(C(O3)CO)O)OC2=NC1=N.Cl,261.66,
8750,150191,O.O.[O-][W](=O)(=O)[O-].[Na+].[Na+],329.8,
8751,61494,CCCCCCCCCCCCCCCCCCN(CCO)CCO,357.6,7.7
8752,61495,O.O.O.O.O.[O-][Si](=O)[O-].[Na+].[Na+],212.14,
8753,21591456,CC1CCC=C2C1(CC(CC2)C(C)(C)O)C,222.37,3.5
8754,5317160,CC1CCC=C2C1(CC(CC2)C(=C)C)C,204.35,5.2
8755,25059,C(#N)C(C(=O)N)(Br)Br,241.87,0.6
8756,537812,CC(C)CCC(C(=O)C)C(=O)C,170.25,2.1
8757,66295,CC#CCCO,84.12,0.6
8758,25068,CCCCCCCCCCCC(=O)OC(C)C,242.4,6.1
8759,82480,CC(=C1CCC(CC1)(C)OC(=O)C)C,196.29,2.7
8760,234290,CCOC(=O)CCCC(C)C,158.24,2.6
8761,637195,CC(C)CCCC(C)CCCC(C)CCCC(=CCOC(=O)C)C,338.6,8.8
8762,14389607,[O-]P(=O)([O-])[O-].[Mn+3],149.909,
8763,25075,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,580.5,-0.5
8764,107802,CCC(CC(=O)O)O,118.13,0
8765,82493,CC(C)CC(CC(C)C)OC(=O)C,186.29,3.6
8766,82494,CCCCCCCC(=O)OC1=CC2=CC=CC=C2C=C1,270.4,5.7
8767,23673663,C(C(=O)C(=O)[O-])S.[Na+],142.11,
8768,139121,CCC1CCC(=O)C1,112.17,1.4
8769,139122,CC(C)(C=C)C(=O)O,114.14,1.5
8770,82511,CCCCCCCC(=O)OCC1=CC=CC=C1,234.33,4.6
8771,10313225,[NH4+].OP(=O)([O-])[O-].[K+],153.116,
8772,71300390,CC1CCC2CC1C2(C)C,138.25,3.9
8773,164619,COC1C(C(C(C(C1O)O)O)O)O,194.18,-3.2
8774,165853,[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-].[Cl-].[Cl-],211.34,
8775,114843,CC(C)C(C(C)O)(C(=O)OCC1=CCN2C1C(CC2)O)O,299.36,-0.4
8776,107938,CC(C)C(C(C)O)(C(=O)OCC1=CCN2C1C(CC2)O)O,299.36,-0.4
8777,25127,CCOC(=O)C1=CC=C(C=C1)N(C)C,193.24,2.9
8778,12309505,CC1(C2CCC1(CC2=O)C)C,152.23,2.2
8779,159275,OS(=O)(=O)O.[Ag+].[Ag+],313.82,
8780,16211466,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Ce+3],434.22,
8781,5368950,CCCOC(=O)C=CC=CC,154.21,2.5
8782,10997169,CC1=C2C=C(NC2=CC=C1)C,145.2,2.8
8783,82535,CCCCCCOC(CO)CO,176.25,1.1
8784,231081,C1CCC(CC1)OCC(CO)O,174.24,0.6
8785,643001,CCC(C)C(=O)OC,116.16,1.5
8786,6429107,CCC(C)C(=O)OCC,130.18,1.9
8787,5468522,CC(=CCCC(C)(C=C)C=CC1=CC=C(C=C1)O)C,256.4,6.1
8788,91563,COCC=O,74.08,-0.4
8789,61502,C1CC=C(C(=O)C1)O,112.13,0.7
8790,642039,CC(C)C=CC(=O)O,114.14,1.4
8791,66308,C(C(C(C(C=O)O)O)O)O,150.13,-2.3
8792,61503,CC(C(=O)O)O,90.08,-0.7
8793,12193862,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[K+],221.28,
8794,6321405,CC1(C2CCC1(C(C2)O)C)C,154.25,2.7
8795,159278,C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O,300.3,-0.6
8796,6433547,CCC(=CCCC(C)(C=C)O)C,168.28,3.2
8797,5352493,CCCCCCC=CCCO,156.26,3.5
8798,5352807,CCCCCC=CCCO,142.24,2.9
8799,5702619,CCCCCC=CCCCO,156.26,3.3
8800,5352846,CCCCCCC=CCCO,156.26,3.5
8801,5364631,CCCCCC=CCCO,142.24,2.9
8802,112030,CCOC(=O)C(CC(C)C)O,160.21,1.6
8803,101522,COCC(CC1=CC(=C(C=C1)OC)OC)C(CC2=CC(=C(C=C2)OC)OC)COC,418.5,4.2
8804,5365824,CCCOC(=O)C=CC,128.17,1.8
8805,5282709,CCCCC=CC(=O)O,128.17,2.1
8806,7019642,CCC(C)SC,104.22,2.2
8807,16133893,[O-]P(=O)=O.[Na+],101.962,
8808,473591,CCCCCCCCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,422.6,9.1
8809,25204,[Cl-].[Cl-].[Ba+2],208.23,
8810,82584,CCCCC(=O)OCC1=CC=CC=C1,192.25,3.4
8811,16684898,[N+](=O)([O-])O[Bi]=O,286.985,
8812,25208,CC1(C2CCC1(C(=O)C2=O)C)C,166.22,1.5
8813,14313597,CC1C2C3CCC4C5(CCC(C(C5CCC4(C3(CCC2(CCC1(C)O)C)C)C)(C)C)O)C,444.7,8.3
8814,122861,CC1C(=O)CCC2C1(CCC3C2(CCC4(C3(CCC(C4)(C)CCC=C(C)C)C)C)C)C,426.7,10
8815,15559941,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C46CC(CC5)(C(=O)O6)C)C)C)C)C,468.7,5.8
8816,6335833,[Li].[Li].C(=O)(O)O,76,
8817,66321,[Li+].[I-],133.9,
8818,25212,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Mg+2],148.32,
8819,82594,B(O)(O)OCCN,104.9,
8820,101280183,CC1(C2CCC3(C(C2(CCC1O)C)CC=C4C3(CCC5(C4CC6(CC5OC6=O)C)C)C)C)C,454.7,6.9
8821,112111,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,470.7,6.4
8822,56840841,C1=CC2=C(C(=C1)[O-])N=CC=C2.C1=CC2=C(C(=C1)[O-])N=CC=C2.[Cu+2],351.8,
8823,6436368,CCCC=CC(=O)OCCC,156.22,2.8
8824,64685,CC1(C2CCC1(C(C2)O)C)C,154.25,2.7
8825,13270163,C(C(C(=O)[O-])N)C(=O)[O-].[Ca+2],171.16,
8826,90479675,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC6(CC5OC6=O)C)C)C)C)C,468.7,5.9
8827,6437731,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCC=CCC(CCCCCC)O,522.9,13.8
8828,61514,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.[Cu+2],255.67,
8829,25238,COC1=C(C=CC(=C1)CC=C)OC(=O)CC2=CC=CC=C2,282.3,4.1
8830,5365850,CCCCC(=O)OCC=C(C)CCC=C(C)C,238.37,4.8
8831,6436369,CC(=CCCC(=CCOC(=O)C(=C(C)C)C)C)C,250.38,5.3
8832,25239,CC(COC(=O)C)C1=CC=CC=C1,178.23,2.4
8833,7160826,CC1CCCCCCCCCCCCC(=O)C1,238.41,6.2
8834,5364454,CCCCC=CCCC,126.24,4.2
8835,151509,CC(=C)CCCC(=O)C,126.2,2
8836,11051711,CC(C)C12CCC(=C)C1C2,136.23,3.1
8837,82610,CCC(=O)OC1CCC(CC1)C(C)(C)C,212.33,3.8
8838,544628,CC1CCC(=O)OC1C,128.17,1.4
8839,193458,COC1=CC=C(C=C1)C(=O)OCC(=O)O,210.18,1.3
8840,82613,CCCCC(=O)OC1=CC=C(C=C1)C,192.25,3.5
8841,61516,CCC(C)(CCC1=CC=CC=C1)O,178.27,3
8842,6950759,CC(CCC1=CC=CC=C1)OC(=O)C,192.25,2.9
8843,446284,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,302.5,5.6
8844,5365374,CCCCCCCCC=CCCCCCCCCCC(=O)N,309.5,7.7
8845,112041,CCCCCCCCOCC(CO)O,204.31,2.2
8846,2799157,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])NCCO,250.17,2
8847,5338463,CC1COC(O1)C=C(C)CCC=C(C)C,210.31,3.6
8848,82635,CCCCCCCCCC(=O)OCCCCCC,256.42,6.5
8849,25289,OI(=O)(O)(O)(O)O,227.94,-2.1
8850,5053,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,338.4,6.1
8851,66327,C1CCC(=C(C#N)C2=CC=CC=C2)CC1,197.27,3.6
8852,25298,CCOC(C)OC,104.15,0.8
8853,112045,CCCCC(=O)OC(C)(CCC=C(C)C)C=C,238.37,4.7
8854,66328,COC(=O)C1CCCC1=O,142.15,0.5
8855,82652,CC(=C)C(C)(C)O,100.16,1.4
8856,66329,CC(C(=C)C)O,86.13,1.2
8857,61520,[Cl-].[Cl-].[Sr+2],158.5,
8858,5366155,CC=C(C)C(=O)OCCC(C)C,170.25,3
8859,443162,CC1=CCC(CC1)C(C)(C)O,154.25,1.8
8860,5367959,CCCCC(=O)OCC=CC1=CC=CC=C1,218.29,3.6
8861,112049,CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1,260.4,5.8
8862,6437720,CC(CCC=C(C)C)CCOC(=O)C=CC1=CC=CC=C1,286.4,6.3
8863,71586940,CCCCCCCCC=CCCCCCCCC(=O)OP(=O)(O)OCC,390.5,6.9
8864,66330,C=CCOC(=O)C1=CC=CC=C1O,178.18,3
8865,82662,C1CCC2=C(C1)C=CC=C2CC=O,174.24,2.7
8866,66331,CCCCCCCCCCCCCC(=O)OCCCCC,298.5,8.2
8867,6437735,CCCCCOC1=C(C=C(C=C1)C=CC)OC,234.33,4.6
8868,82664,CCCCOC1=CC2=CC=CC=C2C=C1,200.28,4.7
8869,112051,CC(CCCC(=C)C)CCOC(=O)C1=CC=CC=C1,260.4,5.7
8870,61521,CC(CCCC(=C)C)CCOC(=O)CC1=CC=CC=C1,274.4,5.7
8871,25311,CCCCCCCCCCCCC=O,198.34,5.4
8872,112052,CC1CC(C=C(C2C1CC(=C(C)C)C2)C)OC=O,248.36,3.6
8873,112053,CCC(=O)OC1CC(C2CC(=C(C)C)CC2C(=C1)C)C,276.4,4
8874,82674,C1CC(=O)C(=C1)O,98.1,0.4
8875,82675,CCCCCCSSCCCCCC,234.5,5.6
8876,139170,CCCCCCCCCCSSCCCCCCCCCC,346.7,9.9
8877,3014646,CC1(C(=C(C(=O)C(C1=O)(C)C)C(=O)CCC2=CC=CC=C2)O)C,314.4,3.7
8878,6437721,CCCC=CCC1CC(=O)OC1=O,182.22,1.9
8879,72193633,COC1=CC(=CC2=C1OC(C2C(=O)NCCCCN=C(N)N)C3=CC=C(C=C3)O)C=CC(=O)NCCCCN=C(N)N,580.7,0.1
8880,517859,CC1=CC(=C(O1)C)C,110.15,2.2
8881,10678230,CC1=CC=C(O1)C(C)C,124.18,2.5
8882,6428556,CCC1=CC=C(O1)CC,124.18,2.7
8883,6429279,CC=CC1=CC=C(O1)C,122.16,2.4
8884,3014647,CC1=CC=C(O1)C=C,108.14,2.2
8885,66337,CCCCOC1=CC=C(C=C1)C,164.24,3.6
8886,25324,CC(=O)OC1CCC2CCCCC2C1,196.29,3.5
8887,25325,C1CCC2CC(CCC2C1)OC=O,182.26,3.5
8888,82694,CCCCCCCCC#CC(=O)OCC,210.31,5.2
8889,66338,CCCCCC#CC(=O)OCC,168.23,3.5
8890,5363233,CCCCCCC=CC(=O)C,154.25,3.4
8891,61523,C1=CC=C(C=C1)CCCCCO,164.24,2.8
8892,5380647,CC(=O)OC=CC1=CC=CC=C1,162.18,2.1
8893,61524,CCCCCCCCC#CC(=O)OC,196.29,4.8
8894,66341,CCCCCCCCCC(C)CO,186.33,5
8895,6436374,CC(=CCCC(=CCOC(=O)CC1=CC=CC=C1)C)C,272.4,5.1
8896,6436375,CCCCC(=O)OCC=C(C)CCC=C(C)C,238.37,4.8
8897,6437801,CCCCCCCC=CC(=O)C,168.28,3.9
8898,112062,CC(=O)OCC(C1=CC=CC=C1)O,180.2,1
8899,10964417,CC1=CN(C=C1)C,95.14,1
8900,111657,CCCCCCCCCCCCCC(=O)NCC(C)O,285.5,5.5
8901,82701,CCCCCCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCCCCCC,468.8,11.5
8902,66344,CCCCCCCCC1=CC=C(C=C1)C(=O)C,232.36,5.4
8903,12191,CCOC(=O)C=CC,114.14,1.3
8904,517866,CCCCCCCCCCCCCCC(C)CCC,268.5,10.2
8905,93065,CCCCCCCCCCCCC(C)CCCCC,268.5,10.2
8906,529390,CC1=C(C(=O)SC1=O)C,142.18,1.2
8907,13192443,CCCCCC1C(=C(C(=O)O1)C)C,182.26,2.9
8908,12200171,CC1C(=CC(=O)O1)C,112.13,0.5
8909,66349,CC(=O)OCC1=CC=C(O1)C=O,168.15,0.5
8910,82727,CCNCCCN,102.18,-0.4
8911,66353,CCC1=CC(=CC=C1)OC,136.19,3.1
8912,5357248,CCCC(=CC)C,98.19,3.3
8913,25403,CCC(=C(C)C)C,98.19,3.3
8914,82737,CCCCCCCCCCCCCCCCCCOC(=O)C1=CC=CC=C1,374.6,11.1
8915,114416,CCCCCC(=O)OCCC(C)CCC=C(C)C,254.41,5.7
8916,82744,CC(C)OC(=O)C(=C)C#N,139.15,1.4
8917,66356,CCCCC(=O)OCC(C)C,158.24,2.8
8918,114419,CC1CCC(C(C1)OC=O)C(=C)C,182.26,3.5
8919,82751,CCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCC,542.9,12.8
8920,74543,CC(=C)C(=O)OCCS(=O)(=O)O,194.21,0
8921,82752,CCCCCCCCCCOC(=O)CCC(=O)OCCCCCCCCCC,398.6,8.9
8922,82755,C1=CC(=C(C=C1CCO)O)O,154.16,-0.7
8923,25422,CC1=COC(=C1C)C,110.15,2.1
8924,12200728,CC(C)C1=CC=CO1,110.15,2.1
8925,10975477,CC1=CC=C(O1)C(=C)C,122.16,2.8
8926,82757,CCC(=O)C1=CC=C(O1)C,138.16,1.9
8927,61527,CC1=CC(=C(O1)C)C(=O)C,138.16,1.5
8928,66389,CCOC(CC(=O)OCC)OCC,190.24,1
8929,99778,CCOC(C=CC)OCC,144.21,1.7
8930,256426,CCOC(CC=C)OCC,144.21,1.9
